count_idx,delay_ns,delay_center_ns,delay_centered_ns,clock_offset_ns,clock_sync_rtt_ns
649,8733,37749,-29016,-622,32258
650,7620,37749,-30129,-622,32258
651,36744,37749,-1005,-622,32258
652,10860,37749,-26889,-622,32258
653,9151,37749,-28598,-622,32258
654,11133,37749,-26616,-622,32258
655,9877,37749,-27872,-622,32258
656,32201,37749,-5548,-622,32258
657,24566,37749,-13183,-622,32258
658,22312,37749,-15437,-622,32258
659,19671,37749,-18078,-622,32258
660,17106,37749,-20643,-622,32258
661,13243,37749,-24506,-622,32258
662,12483,37749,-25266,-622,32258
663,9902,37749,-27847,-622,32258
664,7941,37749,-29808,-622,32258
665,8815,37749,-28934,-622,32258
666,12945,37749,-24804,-622,32258
667,10013,37749,-27736,-622,32258
668,8036,37749,-29713,-622,32258
669,15217,37749,-22532,-622,32258
670,35469,37749,-2280,-622,32258
671,17193,37749,-20556,-622,32258
672,12229,37749,-25520,-622,32258
673,9752,37749,-27997,-622,32258
674,9980,37749,-27769,-622,32258
675,6659,37749,-31090,-622,32258
676,40067,37749,2318,-622,32258
677,22870,37749,-14879,-622,32258
678,28884,37749,-8865,-622,32258
679,27618,37749,-10131,-622,32258
680,25119,37749,-12630,-622,32258
681,21590,37749,-16159,-622,32258
682,18788,37749,-18961,-622,32258
683,14654,37749,-23095,-622,32258
684,11738,37749,-26011,-622,32258
685,14070,37749,-23679,-622,32258
686,11186,37749,-26563,-622,32258
687,9507,37749,-28242,-622,32258
688,8444,37749,-29305,-622,32258
689,12345,37749,-25404,-622,32258
690,9560,37749,-28189,-622,32258
691,7987,37749,-29762,-622,32258
692,16543,37749,-21206,-622,32258
693,30053,37749,-7696,-622,32258
694,28794,37749,-8955,-622,32258
695,63074,37749,25325,-622,32258
696,35903,37749,-1846,-622,32258
697,31757,37749,-5992,-622,32258
698,24520,37749,-13229,-622,32258
699,28062,37749,-9687,-622,32258
700,25827,37749,-11922,-622,32258
701,23091,37749,-14658,-622,32258
702,18790,37749,-18959,-622,32258
703,15372,37749,-22377,-622,32258
704,11696,37749,-26053,-622,32258
705,10180,37749,-27569,-622,32258
706,8540,37749,-29209,-622,32258
707,9707,37749,-28042,-622,32258
708,5386,37749,-32363,-622,32258
709,10440,37749,-27309,-622,32258
710,10335,37749,-27414,-622,32258
711,7543,37749,-30206,-622,32258
712,5328,37749,-32421,-622,32258
713,10230,37749,-27519,-622,32258
714,8180,37749,-29569,-622,32258
715,6075,37749,-31674,-622,32258
716,39386,37749,1637,-622,32258
717,22841,37749,-14908,-622,32258
718,18053,37749,-19696,-622,32258
719,12770,37749,-24979,-622,32258
720,16091,37749,-21658,-622,32258
721,12422,37749,-25327,-622,32258
722,8551,37749,-29198,-622,32258
723,13144,37749,-24605,-622,32258
724,10852,37749,-26897,-622,32258
725,6864,37749,-30885,-622,32258
726,12550,37749,-25199,-622,32258
727,8810,37749,-28939,-622,32258
728,6838,37749,-30911,-622,32258
729,40567,37749,2818,-622,32258
730,14905,37749,-22844,-622,32258
731,14887,37749,-22862,-622,32258
732,12184,37749,-25565,-622,32258
733,9424,37749,-28325,-622,32258
734,8185,37749,-29564,-622,32258
735,6554,37749,-31195,-622,32258
736,1491999,37749,1454250,-622,32258
737,901800,37749,864051,-622,32258
738,514615,37749,476866,-622,32258
739,216571,37749,178822,-622,32258
740,212703,37749,174954,-622,32258
741,210758,37749,173009,-622,32258
742,215353,37749,177604,-622,32258
743,212901,37749,175152,-622,32258
744,211060,37749,173311,-622,32258
745,209193,37749,171444,-622,32258
746,207295,37749,169546,-622,32258
747,205018,37749,167269,-622,32258
748,203127,37749,165378,-622,32258
749,201262,37749,163513,-622,32258
750,199331,37749,161582,-622,32258
751,197018,37749,159269,-622,32258
752,194659,37749,156910,-622,32258
753,193000,37749,155251,-622,32258
754,190125,37749,152376,-622,32258
755,188004,37749,150255,-622,32258
756,185906,37749,148157,-622,32258
757,184035,37749,146286,-622,32258
758,182130,37749,144381,-622,32258
759,180295,37749,142546,-622,32258
760,178667,37749,140918,-622,32258
761,193056,37749,155307,-622,32258
762,192950,37749,155201,-622,32258
763,185627,37749,147878,-622,32258
764,184473,37749,146724,-622,32258
765,183333,37749,145584,-622,32258
766,182405,37749,144656,-622,32258
767,181495,37749,143746,-622,32258
768,180611,37749,142862,-622,32258
769,179628,37749,141879,-622,32258
770,178663,37749,140914,-622,32258
771,177879,37749,140130,-622,32258
772,177003,37749,139254,-622,32258
773,176048,37749,138299,-622,32258
774,176719,37749,138970,-622,32258
775,175882,37749,138133,-622,32258
776,175082,37749,137333,-622,32258
777,173125,37749,135376,-622,32258
778,171883,37749,134134,-622,32258
779,171070,37749,133321,-622,32258
780,170340,37749,132591,-622,32258
781,166477,37749,128728,-622,32258
782,165027,37749,127278,-622,32258
783,164077,37749,126328,-622,32258
784,165192,37749,127443,-622,32258
785,164300,37749,126551,-622,32258
786,161444,37749,123695,-622,32258
787,160575,37749,122826,-622,32258
788,159598,37749,121849,-622,32258
789,158856,37749,121107,-622,32258
790,158387,37749,120638,-622,32258
791,157503,37749,119754,-622,32258
792,80726,37749,42977,-622,32258
793,46747,37749,8998,-622,32258
794,43792,37749,6043,-622,32258
795,42524,37749,4775,-622,32258
796,40062,37749,2313,-622,32258
797,37305,37749,-444,-622,32258
798,34955,37749,-2794,-622,32258
799,32252,37749,-5497,-622,32258
800,28899,37749,-8850,-622,32258
801,26401,37749,-11348,-622,32258
802,23645,37749,-14104,-622,32258
803,20978,37749,-16771,-622,32258
804,18930,37749,-18819,-622,32258
805,16628,37749,-21121,-622,32258
806,17560,37749,-20189,-622,32258
807,15157,37749,-22592,-622,32258
808,13429,37749,-24320,-622,32258
809,11176,37749,-26573,-622,32258
810,8975,37749,-28774,-622,32258
811,7053,37749,-30696,-622,32258
812,5558,37749,-32191,-622,32258
813,4273,37749,-33476,-622,32258
814,136024,37749,98275,-622,32258
815,36945,37749,-804,-622,32258
816,204608,37749,166859,-622,32258
817,203027,37749,165278,-622,32258
818,201266,37749,163517,-622,32258
819,199042,37749,161293,-622,32258
820,197039,37749,159290,-622,32258
821,194825,37749,157076,-622,32258
822,192998,37749,155249,-622,32258
823,191097,37749,153348,-622,32258
824,189211,37749,151462,-622,32258
825,187169,37749,149420,-622,32258
826,185279,37749,147530,-622,32258
827,185798,37749,148049,-622,32258
828,183713,37749,145964,-622,32258
829,181855,37749,144106,-622,32258
830,178906,37749,141157,-622,32258
831,176987,37749,139238,-622,32258
832,174956,37749,137207,-622,32258
833,172994,37749,135245,-622,32258
834,171071,37749,133322,-622,32258
835,169118,37749,131369,-622,32258
836,167296,37749,129547,-622,32258
837,165342,37749,127593,-622,32258
838,186566,37749,148817,-622,32258
